No,Name,Type,Race1,Race2,COST,Rare,MaxLv,HP,ATK
498,無明竜メソポティア,無,竜,,20,6,99,1866,2150
499,アメリカーナ,炎,竜,,15,5,50,751,872
500,炎明竜アメリカーナ,炎,竜,,20,6,99,1877,2180
501,アンデルス,風,竜,,15,5,50,740,867
502,風明竜アンデルス,風,竜,,20,6,99,1850,2167
503,コウガニア,光,竜,,15,5,50,720,847
504,光明竜コウガニア,光,竜,,20,6,99,1800,2118
505,初春飾利,炎,人間,,8,4,35,771,572
506,レベル１・初春飾利,炎,人間,,15,5,99,1851,1416
507,インデックス,水,人間,,8,4,35,802,581
508,魔道書図書館・インデックス,水,人間,,15,5,99,1650,1626
509,白井黒子,風,人間,,8,4,35,791,650
510,レベル４・白井黒子,風,人間,,15,5,99,1827,1458
511,御坂美琴,光,人間,,8,5,35,899,771
512,レベル５・御坂美琴,光,人間,,15,6,99,2093,2006
513,一方通行,闇,人間,,8,5,35,1114,930
514,レベル５・一方通行,闇,人間,,15,6,99,1820,2284
515,上条当麻,無,人間,,8,4,35,816,693
516,レベル０・上条当麻,無,人間,,15,5,99,1726,1552
517,鳴護アリサ,光,人間,,8,4,35,834,747
518,歌姫・鳴護アリサ,光,人間,,15,5,99,1913,1303
519,ミーシャ＝クロイツェフ,水,人間,,15,4,50,1293,952
520,オリアナ＝トムソン,無,人間,,15,4,50,1408,931
521,土御門元春,無,人間,,15,4,50,1246,788
522,ステイル＝マグヌス,炎,人間,,15,5,50,1192,912
523,神裂火織,無,人間,,35,6,99,1818,1923
524,風斬氷華,無,人間,,35,6,99,1640,1010
525,御坂妹：炎,炎,人間,,5,3,30,518,252
526,御坂妹：水,水,人間,,5,3,30,490,270
527,御坂妹：風,風,人間,,5,3,30,663,275
528,御坂妹：光,光,人間,,5,3,30,722,294
529,御坂妹：闇,闇,人間,,5,3,30,691,283
530,打ち止め：ラストオーダー,無,人間,,5,3,30,729,340
531,ニトロ,無,竜,,50,5,50,1402,2039
532,化合竜ニトロ,無,竜,,70,6,99,3412,3124
533,ティターニア,光,妖精,,40,5,50,1387,729
534,妖精王ティターニア,光,妖精,,50,6,99,2773,1458
535,アプスタエッグ,炎,強化合成用,,1,3,1,105,25
536,ハイアプスタエッグ,炎,強化合成用,,1,4,1,251,33
537,キングアプスタエッグ,炎,強化合成用,,1,5,1,502,49
538,ヨウコウ,炎,獣,,20,5,35,1192,760
539,炎拘獣ヨウコウ,炎,獣,,25,6,99,2982,1900
540,ルリ,水,獣,,20,5,35,1168,743
541,水拘獣ルリ,水,獣,,25,6,99,2922,1859
542,トキワ,風,獣,,20,5,35,1210,824
543,風拘獣トキワ,風,獣,,25,6,99,3025,2061
544,コガネ,光,獣,,20,5,35,1224,718
545,光拘獣コガネ,光,獣,,25,6,99,3060,1795
546,キョウ,闇,獣,,20,5,35,1150,754
547,闇拘獣キョウ,闇,獣,,25,6,99,2875,1887
548,ナマリ,無,獣,,20,5,35,1136,688
549,無拘獣ナマリ,無,獣,,25,6,99,2840,1722
550,コドラケーキ,水,竜,,8,3,15,446,167
551,ドラケーキ,水,竜,,15,4,50,981,411
552,コドラヨウカン,闇,竜,,8,3,15,421,191
553,ドラヨウカン,闇,竜,,15,4,50,871,455
554,コドラシェルチョコ,無,竜,,8,3,15,489,155
555,ドラシェルチョコ,無,竜,,15,4,50,951,428
556,アツヨシ,水,竜,,20,5,50,882,488
557,甘男竜アツヨシ,水,竜,,35,6,99,1986,1222
558,ファティマ,風,魔物,,30,5,50,1466,963
559,幻奏者ファティマ,風,魔物,,40,6,99,3666,2666
560,常守朱：パラライザー,炎,人間,,8,5,35,890,763
561,常守朱：エリミネーター,炎,人間,,15,6,99,1470,1260
562,宜野座伸元：パラライザー,水,人間,,8,4,35,962,556
563,宜野座伸元：エリミネーター,水,人間,,15,5,99,1588,918
564,六合塚弥生：パラライザー,風,人間,,8,4,35,861,550
565,六合塚弥生：エリミネーター,風,人間,,15,5,99,1422,909
566,縢秀星：パラライザー,光,人間,,8,4,35,887,535
567,縢秀星：エリミネーター,光,人間,,15,5,99,1465,883
568,狡噛慎也：パラライザー,闇,人間,,15,5,35,792,862
569,狡噛慎也：スターム・ルガー,闇,人間,,20,6,99,1308,1744
570,征陸智己：パラライザー,無,人間,,8,4,35,922,569
571,征陸智己：エリミネーター,無,人間,,15,5,99,1522,940
572,分析官・唐之杜志恩,光,人間,,8,4,35,757,524
573,情報分析官・唐之杜志恩,光,人間,,15,5,99,1250,866
574,槙島聖護,無,人間,,28,5,50,740,557
575,免罪体質者・槙島聖護,無,人間,,35,6,99,1222,920
576,ドローン：シグナルレッド,炎,機械,,5,3,30,1024,256
577,ドローン：シグナルブルー,水,機械,,5,3,30,1024,256
578,ドローン：シグナルグリーン,風,機械,,5,3,30,1024,256
579,ドローン：シグナルイエロー,光,機械,,5,3,30,1024,256
580,ドローン：シグナルパープル,闇,機械,,5,3,30,1024,256
581,ドローン：シグナルホワイト,無,機械,,5,3,30,1024,256
582,デラト,炎,竜,,20,5,35,1040,636
583,炎喜竜デラト,炎,竜,,25,6,99,2600,1590
584,アング,水,竜,,20,5,35,1149,758
585,水怒竜アング,水,竜,,25,6,99,2873,1895
586,ジョーイ,風,竜,,20,5,35,1170,712
587,風楽竜ジョーイ,風,竜,,25,6,99,2925,1780
588,ラブー,光,竜,,20,5,35,1182,690
589,光愛竜ラブー,光,竜,,25,6,99,2956,1725
590,サッド,闇,竜,,20,5,35,1198,690
591,闇哀竜サッド,闇,竜,,25,6,99,2996,1725
592,ヘート,無,竜,,20,5,35,1108,664
593,無憎竜ヘート,無,竜,,25,6,99,2770,1660
594,ノア,炎,竜,,40,5,50,1266,1524
595,竜王ノア,炎,竜,,50,6,99,2089,2515
596,レディリー＝タングルロード,闇,人間,,35,6,99,1602,1300
597,ホルステン,風,竜,,15,5,50,1139,848
598,風番人ホルステン,風,竜,,20,6,99,1880,1400
599,ハールレム,光,魔物,,15,5,50,1151,800
600,光番人ハールレム,光,魔物,,20,6,99,1900,1320
601,サクラダ,炎,人間,,15,5,50,1276,788
602,炎番人サクラダ,炎,人間,,20,6,99,2106,1301
603,ラショウ,無,妖精,,15,5,50,1213,791
604,無番人ラショウ,無,妖精,,20,6,99,2003,1306
605,アルカラ,水,獣,,15,5,50,1242,818
606,水番人アルカラ,水,獣,,20,6,99,2050,1350
607,ラティーナ,闇,機械,,15,5,50,1037,811
608,闇番人ラティーナ,闇,機械,,20,6,99,1712,1339
609,エビルアーサー,闇,人間,,30,5,50,2046,2066
610,堕王エビルアーサー,闇,人間,,40,6,99,3376,3410
611,ユキノ,光,人間,,10,5,35,1265,733
612,星霊魔導士ユキノ,光,人間,,20,6,99,2100,2062
613,カグラ,無,人間,,15,5,35,1541,769
614,人魚の踵：カグラ,無,人間,,25,6,99,2544,2463
615,ゼレフ,闇,人間,,20,5,35,2527,1260
616,黒魔導士ゼレフ,闇,人間,,30,6,99,4170,2080
617,シェリア,風,人間,,15,4,50,1120,900
618,リオン,水,人間,,15,4,50,1050,913
619,ローグ,闇,人間,,35,5,99,2182,1656
620,スティング,光,人間,,35,5,99,2290,1565
621,ミネルバ,炎,人間,,35,5,99,2060,1860
622,ウルティア,水,人間,,35,6,99,1967,1713
623,一夜,光,人間,,18,6,18,3540,430
624,グリュプス,風,獣,,40,5,50,1282,869
625,天上獣グリュプス,風,獣,,50,6,99,2116,1434
626,ディバインロイド Mk-�,闇,機械,,1,5,1,998,94
627,ヒメヅル,炎,魔物,,20,5,35,1153,808
628,炎魔将ヒメヅル,炎,魔物,,25,6,99,2884,2020
629,ムラサメ,水,魔物,,20,5,35,1278,940
630,水魔将ムラサメ,水,魔物,,25,6,99,3196,2350
631,ヤスツナ,風,魔物,,20,5,35,1180,1216
632,風魔将ヤスツナ,風,魔物,,25,6,99,2950,3040
633,ライキリ,光,魔物,,20,5,35,1202,1274
634,光魔将ライキリ,光,魔物,,25,6,99,3005,3186
635,ムラマサ,闇,魔物,,20,5,35,1200,940
636,闇魔将ムラマサ,闇,魔物,,25,6,99,3002,2350
637,ナキリ,無,魔物,,20,5,35,1336,864
638,無魔将ナキリ,無,魔物,,25,6,99,3341,2160
639,フシミ,炎,獣,,20,5,50,844,449
640,母狐フシミ,炎,獣,,35,6,99,1899,1011
641,コンリウム,水,魔物,,1,1,10,219,95
642,フォクスリウム,水,魔物,,3,2,30,528,302
643,アゲポックル,水,妖精,,2,1,10,184,57
644,アゲポックルン,水,妖精,,5,2,30,316,136
645,フォック・スィー,水,獣,,2,1,10,340,153
646,フォク・スィー,水,獣,,5,2,30,646,522
647,ギルガメッシュ,闇,神,,20,5,50,1179,1545
648,征服王ギルガメッシュ,闇,神,,35,6,99,2100,2890
649,ヴィヴィアン,水,妖精,,30,5,50,1700,776
650,湖妖精ヴィヴィアン,水,妖精,,40,6,99,4251,2150
651,ケリ姫：アリスドレス,水,人間,,20,5,35,1097,819
652,青の女王ケリ姫,水,人間,,25,6,99,3007,2048
653,ゲキリンチー,炎,獣,,35,6,99,1554,1457
654,五河琴里,炎,人間,,20,5,35,953,640
655,イフリート：五河琴里,炎,妖精,,25,6,99,2860,1920
656,四糸乃,水,妖精,,15,4,35,918,393
657,ハーミット：四糸乃,水,妖精,,20,5,99,2756,1180
658,八舞耶倶矢,風,妖精,,15,4,35,681,553
659,ベルセルク：八舞耶倶矢,風,妖精,,20,5,99,2044,1660
660,八舞夕弦,風,妖精,,15,4,35,710,477
661,ベルセルク：八舞夕弦,風,妖精,,20,5,99,2130,1433
662,誘宵美九,光,妖精,,15,4,35,840,450
663,ディーバ：誘宵美九,光,妖精,,20,5,99,2520,1350
664,夜刀神十香,無,妖精,,25,5,35,1133,820
665,プリンセス：夜刀神十香,無,妖精,,30,6,99,3400,2460
666,時崎狂三,闇,妖精,,15,5,35,408,751
667,ナイトメア：時崎狂三,闇,妖精,,20,6,99,1224,2255
668,鳶一折紙,無,人間,,20,5,50,615,500
669,ＡＳＴ：鳶一折紙,無,人間,,35,6,99,1847,1502
670,ＡＳＴ：日下部燎子：炎,炎,人間,,5,3,30,1266,280
671,ＡＳＴ：日下部燎子：水,水,人間,,5,3,30,1266,280
672,ＡＳＴ：日下部燎子：風,風,人間,,5,3,30,1266,280
673,ＡＳＴ：日下部燎子：光,光,人間,,5,3,30,1266,280
674,ＡＳＴ：日下部燎子：闇,闇,人間,,5,3,30,1266,280
675,ＡＳＴ：日下部燎子：無,無,人間,,5,3,30,1266,280
676,エレン・ミラ・メイザース,無,人間,,35,6,99,1320,2149
677,マクベス,炎,魔物,,20,5,35,1049,1858
678,炎戯魔マクベス,炎,魔物,,25,6,99,2677,3253
679,オセロ,水,機械,,20,5,35,1220,1552
680,水戯機オセロ,水,機械,,25,6,99,3111,2617
681,シェイクスピア,風,人間,,20,5,35,1254,1332
682,風戯者シェイクスピア,風,人間,,25,6,99,3200,2332
683,ジュリエット,光,竜,,20,5,35,1149,1502
684,光戯竜ジュリエット,光,竜,,25,6,99,2930,2629
685,ハムレット,闇,妖精,,20,5,35,1109,1617
686,闇戯精ハムレット,闇,妖精,,25,6,99,2828,2830
687,ロメオ,無,獣,,20,5,35,1312,1474
688,無戯獣ロメオ,無,獣,,25,6,99,3346,2580
689,ニャオ・ヒー,炎,獣,,10,3,50,1520,635
690,ニャオ・スィー,水,獣,,10,3,50,1537,675
691,ニャオ・フー,風,獣,,10,3,50,1505,698
692,ニャオ・ピー,光,獣,,10,3,50,1503,668
693,ニャオ・ミー,闇,獣,,10,3,50,1435,710
694,ニャオ・ムー,無,獣,,10,3,50,1500,670
695,パンドラ,光,魔物,,20,5,50,676,771
696,花嫁パンドラ,光,魔物,,25,6,99,1724,1350
697,エピメテウス,闇,魔物,,20,5,50,894,688
698,花婿エピメテウス,闇,魔物,,25,6,99,1980,1205
699,セイカピカリウム,光,魔物,,1,1,10,204,99
700,セイカシャイリウム,光,魔物,,3,2,30,490,310
701,フラワヤミリウム,闇,魔物,,1,1,10,209,113
702,フラワダクリウム,闇,魔物,,3,2,30,510,322
703,シンプムリウム,無,魔物,,1,1,10,205,101
704,シンプムムリウム,無,魔物,,3,2,30,500,319
705,マツ,無,獣,,15,5,40,1268,833
706,無花獣マツ,無,獣,,20,6,99,1421,1501
707,キリ,炎,獣,,15,5,40,1378,840
708,炎花獣キリ,炎,獣,,20,6,99,1544,1512
709,ススキ,光,獣,,15,5,40,1326,837
710,光花獣ススキ,光,獣,,20,6,99,1486,1508
711,フジ,水,獣,,15,5,40,1327,835
712,水花獣フジ,水,獣,,20,6,99,1487,1504
713,ヤナギ,闇,獣,,15,5,40,1194,839
714,闇花獣ヤナギ,闇,獣,,20,6,99,1338,1511
715,ウメ,風,獣,,15,5,40,1343,834
716,風花獣ウメ,風,獣,,20,6,99,1505,1502
717,アカネ：WEGO,炎,人間,,10,6,99,2147,806
718,アオト：WEGO,水,人間,,10,6,99,2390,967
719,ミドリ：WEGO,風,人間,,10,6,99,2198,945
720,初音ミク,風,機械,,20,5,35,2359,1165
721,電子の歌姫：初音ミク,風,機械,,30,6,99,3539,2039
722,鏡音リン,光,機械,,10,5,35,1873,973
723,恋を歌う少女：鏡音リン,光,機械,,20,6,99,2810,1703
724,鏡音レン,光,機械,,10,4,35,1469,1001
725,元気を歌う少年：鏡音レン,光,機械,,20,5,99,2204,1752
726,巡音ルカ,闇,機械,,10,4,35,1618,933
727,愛を歌う乙女：巡音ルカ,闇,機械,,20,5,99,2428,1633
728,ＭＥＩＫＯ,炎,機械,,10,4,35,1550,666
729,情熱を歌う美女：ＭＥＩＫＯ,炎,機械,,20,5,99,2325,1699
730,ＫＡＩＴＯ,水,機械,,10,4,35,1370,749
731,夢を歌う青年：ＫＡＩＴＯ,水,機械,,20,5,99,2056,1912
732,初音ミク・アペンド,無,機械,,15,5,35,1866,788
733,歌姫：初音ミク・アペンド,無,機械,,25,6,99,2800,2010
734,シルフ：初音ミク,風,妖精,,20,6,99,1182,1168
735,ライキリ：鏡音レン,光,魔物,,20,6,99,1005,986
736,コスモ：巡音ルカ,闇,妖精,,20,6,99,1204,920
737,アカズキン：メイコ,炎,魔物,,20,6,99,1140,1050
738,シュレディンガー：カイト,水,魔物,,20,6,99,937,1266
739,ミクぼん,風,強化合成用,,5,3,30,1393,393
740,リンぼん,光,強化合成用,,5,3,30,1393,393
741,レンぼん,光,強化合成用,,5,3,30,1393,393
742,ルカぼん,闇,強化合成用,,5,3,30,1393,393
743,メイぼん,炎,強化合成用,,5,3,30,1393,393
744,カイぼん,水,強化合成用,,5,3,30,1393,393
745,ミクぼん・アペンド,無,強化合成用,,5,3,30,1393,393
746,はちゅねミク,風,機械,,1,5,1,1280,500
747,ライコウ：鏡音リン,光,機械,,20,6,99,977,1009
748,クロノス：ミク・アペンド,無,神,,20,6,99,1239,1373
749,オリジン,光,機械,,30,5,50,1584,1411
750,オリジン：マキナ,光,機械,,40,6,99,3407,3388
751,アリトン,水,人間,,40,5,50,895,1529
752,西魔王アリトン,水,人間,,50,6,99,1926,3288
753,ベガ,炎,妖精,,20,5,40,1116,463
754,銀河嬢ベガ,炎,妖精,,25,6,99,2400,1112
755,アルタイル,水,妖精,,20,5,40,934,520
756,銀河男アルタイル,水,妖精,,25,6,99,2010,1248
757,ソラリウム,風,魔物,,1,1,10,209,113
758,コスモリウム,風,魔物,,3,2,30,510,322
759,ササポックル,風,妖精,,2,1,10,185,61
760,ササポックルン,風,妖精,,5,2,30,310,145
761,スルト,炎,神,,20,5,35,1662,1494
762,炎神スルト,炎,神,,25,6,99,3125,2810
763,シグルズ,水,神,,20,5,35,1768,1436
764,水神シグルズ,水,神,,25,6,99,3325,2700
765,ヘズ,風,神,,20,5,35,1691,1382
766,風神ヘズ,風,神,,25,6,99,3180,2600
767,オーディン,光,神,,20,5,35,1734,1446
768,光神オーディン,光,神,,25,6,99,3260,2720
769,ヘグニ,闇,神,,20,5,35,1622,1409
770,闇神ヘグニ,闇,神,,25,6,99,3050,2650
771,ヘルヴォル,無,神,,20,5,35,1648,1542
772,無神ヘルヴォル,無,神,,25,6,99,3100,2900
773,プラスエッグ,無,強化合成用,,1,3,1,104,22
774,クリアホワイト・槙島聖護,無,人間,,20,5,35,1580,1293
775,犯罪係数０・槙島聖護,無,人間,,30,6,99,3320,2432
776,王陵璃華子,闇,人間,,35,6,99,1879,1288
777,ヤシロ,炎,獣,,30,5,50,1679,1471
778,神主狐ヤシロ,炎,獣,,40,6,99,3526,3090
779,フレイムバレット,炎,魔物,,8,3,25,581,748
780,フレイミングブル,炎,魔物,,12,4,70,1483,1310
781,アクアバレット,水,魔物,,8,3,25,592,708
782,アクアプス,水,魔物,,12,4,70,1510,1240
783,ウィンドバレット,風,魔物,,8,3,25,587,727
784,ウィンドベクター,風,魔物,,12,4,70,1499,1273
785,ライトバレット,光,魔物,,8,3,25,607,723
786,ライトイーグル,光,魔物,,12,4,70,1550,1266
787,ダークバレット,闇,魔物,,8,3,25,557,760
788,ダークスパス,闇,魔物,,12,4,70,1421,1330
789,ノーンバレット,無,魔物,,8,3,25,559,755
790,ノーンマラティオ,無,魔物,,12,4,70,1427,1322
791,トロンボ,炎,竜,,8,3,25,1216,765
792,炎奏竜トロンボ,炎,竜,,12,4,70,1752,1103
793,フルト,水,竜,,8,3,25,1280,804
794,水奏竜フルト,水,竜,,12,4,70,1844,1158
795,スネア,風,竜,,8,3,25,1227,863
796,風奏竜スネア,風,竜,,12,4,70,1768,1244
797,トランペ,光,竜,,8,3,25,1215,801
798,光奏竜トランペ,光,竜,,12,4,70,1750,1154
799,サクス,闇,竜,,8,3,25,1181,854
800,闇奏竜サクス,闇,竜,,12,4,70,1702,1230
801,グロック,無,竜,,8,3,25,1245,855
802,無奏竜グロック,無,竜,,12,4,70,1793,1232
803,アテナ,光,神,,20,6,99,1531,1408
804,軍師くん,無,獣,,5,3,15,1020,104
805,ピコスケ,闇,妖精,,5,3,15,625,610
806,ポリン,水,魔物,,5,3,15,719,506
807,グリーンピクシー,風,妖精,,5,3,15,741,380
808,トラングル,炎,機械,,20,5,35,1398,1345
809,炎波機トラングル,炎,機械,,25,6,99,3567,2355
810,サフェス,水,神,,20,5,35,1307,1260
811,水波神サフェス,水,神,,25,6,99,3334,2205
812,トラピゾイド,風,機械,,20,5,35,1192,1858
813,風波機トラピゾイド,風,機械,,25,6,99,3040,3252
814,サイン,光,神,,20,5,35,1243,1083
815,光波神サイン,光,神,,25,6,99,3172,1896
816,サトス,闇,獣,,20,5,35,1247,1085
817,闇波獣サトス,闇,獣,,25,6,99,3180,1900
818,スクェア,無,獣,,20,5,35,1347,1545
819,無波獣スクェア,無,獣,,25,6,99,3436,2704
820,アムネジア,風,神,,15,5,40,2120,562
821,喪失神アムネジア,風,神,,20,6,99,2650,1350
822,ゼロフィリア,炎,神,,15,5,40,1936,658
823,嫉妬神ゼロフィリア,炎,神,,20,6,99,2420,1580
824,パラノイア,無,神,,15,5,40,2120,604
825,妄想神パラノイア,無,神,,20,6,99,2650,1450
826,マイソフォビア,水,神,,15,5,40,2240,500
827,潔癖神マイソフォビア,水,神,,20,6,99,2800,1200
828,メランコリア,闇,神,,15,5,40,1896,679
829,憂鬱神メランコリア,闇,神,,20,6,99,2370,1630
830,インソムニア,光,神,,15,5,40,2080,583
831,不眠神インソムニア,光,神,,20,6,99,2600,1400
832,鹿目まどか,無,人間,,10,4,35,1700,828
833,魔法少女・鹿目まどか,無,魔物,,20,5,99,2550,1450
834,暁美ほむら,闇,人間,,15,4,35,1866,1272
835,魔法少女・暁美ほむら,闇,魔物,,25,5,99,2800,2226
836,美樹さやか,水,人間,,10,4,35,1548,982
837,魔法少女・美樹さやか,水,魔物,,20,5,99,2322,1720
838,巴マミ,光,人間,,10,4,35,1466,1057
839,魔法少女・巴マミ,光,魔物,,20,5,99,2200,1850
840,佐倉杏子,炎,人間,,15,5,35,1778,1218
841,魔法少女・佐倉杏子,炎,魔物,,25,6,99,2668,2132
842,暁美ほむら：眼鏡,闇,人間,,10,5,35,1598,938
843,魔法少女・ほむら：眼鏡,闇,魔物,,20,6,99,2397,1643
844,雲土ぴあ,風,魔物,,10,4,35,1524,1036
845,魔法少女・雲土ぴあ,風,魔物,,20,5,99,2286,1813
846,アルティメットまどか,無,神,,30,6,99,3353,2251
847,キュゥべえ：赤,炎,魔物,,9,3,30,999,309
848,キュゥべえ：青,水,魔物,,9,3,30,999,309
849,キュゥべえ：緑,風,魔物,,9,3,30,999,309
850,キュゥべえ：黄,光,魔物,,9,3,30,999,309
851,キュゥべえ：紫,闇,魔物,,9,3,30,999,309
852,キュゥべえ：白,無,魔物,,9,3,30,999,309
853,薔薇園の魔女,風,魔物,,20,4,50,1320,833
854,ハコの魔女,光,魔物,,20,4,50,1240,960
855,落書きの魔女,無,魔物,,20,4,50,1456,960
856,影の魔女,闇,魔物,,20,4,50,1523,810
857,人魚の魔女,水,魔物,,35,5,70,1720,1313
858,芸術家の魔女,炎,魔物,,35,5,70,2201,825
859,鳥かごの魔女,風,魔物,,35,5,70,1663,1377
860,ワルプルギスの夜,闇,魔物,,70,6,99,3161,2320
861,お菓子の魔女・変身前,炎,魔物,,25,5,50,566,408
862,お菓子の魔女・変身後,炎,魔物,,35,6,99,1700,2044
863,パイモン,炎,魔物,,40,5,50,1330,1144
864,南魔王パイモン,炎,魔物,,50,6,99,2860,2940
865,カナン,無,竜,,30,5,50,1888,1135
866,永久竜カナン,無,竜,,40,6,99,4060,2725
867,イザヨイ,光,機械,,20,5,40,952,533
868,イザヨイ：ニシキ,光,機械,,25,6,99,2048,1280
869,キネポックル,炎,機械,,2,1,10,190,67
870,キネポックルン,炎,機械,,5,2,30,317,145
871,サケポックル,水,機械,,2,1,10,184,57
872,サケポックルン,水,機械,,5,2,30,316,136
873,ススキポックル,風,機械,,2,1,10,185,61
874,ススキポックルン,風,機械,,5,2,30,310,145
875,ユカリ：WEGO,闇,人間,,10,6,99,2114,1052
876,ショクミョウ,炎,人間,,20,5,35,1125,1790
877,炎通者ショクミョウ,炎,人間,,25,6,99,2870,3133
878,ロジン,水,人間,,20,5,35,1466,1294
879,水通者ロジン,水,人間,,25,6,99,3740,2266
880,ジンソク,風,神,,20,5,35,1354,1186
881,風通者ジンソク,風,神,,25,6,99,3455,2077
882,テンニ,光,神,,20,5,35,1378,1422
883,光通者テンニ,光,神,,25,6,99,3516,2490
884,テンゲン,闇,竜,,20,5,35,1121,1857
885,闇通者テンゲン,闇,竜,,25,6,99,2861,3250
886,タシン,無,竜,,20,5,35,1164,1794
887,無通者タシン,無,竜,,25,6,99,2969,3140
888,ルリ：初音ミク,水,獣,,20,6,99,1461,929
889,シェイクスピア：初音ミク,風,人間,,20,6,99,1066,919
890,扉の君,無,神,,40,5,50,1575,1329
891,闇の翼,闇,神,,40,4,1,788,664
892,光の翼,光,神,,40,4,1,788,664
893,扉の君：完全体,無,神,,50,6,99,3152,2659
894,炎咎甲士アカネ,炎,人間,,30,7,99,2371,2208
895,水咎刀士アオト,水,人間,,30,7,99,3089,1599
896,風咎棍士ミドリ,風,人間,,30,7,99,2482,2158
897,光妖精王ヒカリ,光,人間,妖精,30,7,99,2785,1687
898,闇魔女王ユカリ,闇,人間,魔物,30,7,99,2576,1899
899,無英斧士ギンジ,無,人間,,30,7,99,2515,2161
900,炎の聖石,炎,神,,5,6,10,425,204
901,水の聖石,水,神,,5,6,10,425,204
902,風の聖石,風,神,,5,6,10,425,204
903,光の聖石,光,神,,5,6,10,425,204
904,闇の聖石,闇,神,,5,6,10,425,204
905,無の聖石,無,神,,5,6,10,425,204
906,牧瀬紅莉栖：私服,炎,人間,,30,7,99,2511,2129
907,マユシィ・ニャンニャン,水,人間,,30,7,99,2747,1710
908,阿万音鈴羽：私服,風,人間,,30,7,99,2423,2206
909,秋葉留未穂：私服,光,人間,,30,7,99,2718,1850
910,漆原るか：私服,無,人間,,30,7,99,2350,2349
911,鳳凰院クロト,闇,人間,,30,7,99,2772,2134
912,橋田至：水着,無,人間,,30,7,99,2920,2006
913,桐生萌郁：私服,闇,人間,,30,7,99,2822,2300
914,メタルうーぱ：レインボー,無,妖精,,40,6,1,880,105
915,クランチ,炎,神,,20,5,35,1084,1725
916,炎調者クランチ,炎,神,,25,6,99,2766,3019
917,コーラス,水,妖精,,20,5,35,1057,1419
918,水調者コーラス,水,妖精,,30,6,99,3520,2484
919,フランジャ,風,魔物,,20,5,35,1218,1511
920,風調者フランジャ,風,魔物,,25,6,99,3106,2645
921,フェイザ,光,魔物,,20,5,35,1136,1695
922,光調者フェイザ,光,魔物,,25,6,99,2898,2967
923,ファズ,闇,神,,20,5,35,1172,1577
924,闇調者ファズ,闇,神,,25,6,99,2990,2760
925,ディレイ,無,妖精,,20,5,35,1138,1445
926,無調者ディレイ,無,妖精,,25,6,99,2904,2530
927,ヒカリ：ハロウィン,光,人間,妖精,30,6,99,2335,2137
928,竜ヶ峰帝人,水,人間,,10,4,35,1768,859
929,ダラーズ・竜ヶ峰帝人,水,人間,,20,5,99,2653,1504
930,紀田正臣,光,人間,,10,4,35,1703,920
931,黄巾賊・紀田正臣,光,人間,,20,5,99,2555,1610
932,園原杏里,炎,人間,,10,4,35,1484,1003
933,罪歌・園原杏里,炎,人間,魔物,20,5,99,2226,1756
934,折原臨也,無,人間,,20,5,35,2134,1385
935,情報屋・折原臨也,無,人間,,30,6,99,3201,2425
936,平和島静雄,風,人間,,20,5,35,1520,1893
937,取り立て屋・平和島静雄,風,人間,,30,6,99,2280,3313
938,岸谷新羅,闇,人間,,15,5,35,2104,1145
939,闇医者・岸谷新羅,闇,人間,,25,6,99,3157,2004
940,ダラーズぼん,水,強化合成用,,7,3,30,850,400
941,黄巾賊ぼん,光,強化合成用,,7,3,30,850,400
942,罪歌ぼん,炎,強化合成用,,7,3,30,850,400
943,情報屋ぼん,無,強化合成用,,7,3,30,850,400
944,取り立て屋ぼん,風,強化合成用,,7,3,30,850,400
945,闇医者ぼん,闇,強化合成用,,7,3,30,850,400
946,首なしライダー,無,妖精,,20,5,50,1489,1490
947,セルティ・ストゥルルソン,無,妖精,,30,6,99,2234,2608
948,サイモン,無,人間,,30,6,99,2655,1726
949,サンタクローズ：平和島静雄,無,妖精,,35,6,99,1881,2718
950,ケルビン,水,機械,,15,5,40,1810,625
951,水冷機ケルビン,水,機械,,20,6,99,3169,1095
952,ジュール,炎,機械,,15,5,40,1916,572
953,炎熱機ジュール,炎,機械,,20,6,99,3353,1002
954,デシベル,無,機械,,15,5,40,1894,588
955,無音機デシベル,無,機械,,20,6,99,3315,1030
956,ガル,風,機械,,15,5,40,1868,587
957,風速機ガル,風,機械,,20,6,99,3270,1028
958,テスラ,闇,機械,,15,5,40,1793,652
959,闇磁機テスラ,闇,機械,,20,6,99,3139,1141
960,ルクス,光,機械,,15,5,40,1718,752
961,光明機ルクス,光,機械,,20,6,99,3007,1317
962,オリエンス,風,妖精,,40,5,50,1116,1199
963,東魔王オリエンス,風,妖精,,50,6,99,2244,3083
964,オベロン,闇,妖精,神,30,5,50,1297,1670
965,堕精王オベロン,闇,妖精,神,40,6,99,2789,4009
966,レディ,炎,人間,,20,5,35,1494,1144
967,世界評議員レディ,炎,人間,,30,6,99,3810,2003
968,ディアブロ,水,魔物,,20,5,35,1318,1371
969,世界評議員ディアブロ,水,魔物,,25,6,99,3363,2400
970,マダナイ,風,機械,獣,20,5,35,1441,1044
971,調停役マダナイ,風,機械,獣,25,6,99,3677,1827
972,ロビン,光,妖精,,20,5,35,1470,1110
973,世界評議員ロビン,光,妖精,,25,6,99,3750,1944
974,ナーガ,闇,竜,,20,5,35,1341,1324
975,世界評議員ナーガ,闇,竜,,25,6,99,3420,2318
976,スフィア,無,神,,20,5,35,1373,1146
